"Postcode.No.Spaces.","Postcode.Data.Status","Lines...2Mbps.Y.N.","Average.Speed.Mbps","Median.Speed.Mbps","Maximum.Speed.Mbps","NGA.Available.Y.N.","Number.of.Connections"
"W52ZP","No premises",NA,NA,NA,NA,FALSE,0
"W52ZS","No premises",NA,NA,NA,NA,FALSE,0
"W52ZT","No premises",NA,NA,NA,NA,FALSE,0
"W52ZZ","No premises",NA,NA,NA,NA,FALSE,0
